Gene,PD_001,PD_002,PD_003,PD_004,PD_005,PD_006,PD_007,PD_008,PD_009,PD_010,PD_011,PD_012,PD_013,PD_014,PD_015,PD_016,PD_017,PD_018,PD_019,PD_020,PD_021,PD_022,PD_023,PD_024,PD_025,PD_026,PD_027,PD_028,PD_029,PD_030
SLC32A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SLC33A1,0,100,0,0,0,0,0,4,581,0,0,218,0,0,0,270,2,79,180,340,0,340,146,261,0,1281,0,121,0,236
SLC34A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC34A2,0,2,0,0,0,0,0,0,85,0,0,6,0,0,0,15,0,19,8,0,0,10,15,0,0,0,0,254,0,17
SLC34A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
SLC35A1,0,99,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,56,0,0,773,0,0,0,0,0,0,0,0,0
SLC35A2,206,116,0,0,0,0,0,0,279,0,1540,304,7,978,0,0,0,311,162,0,202,0,453,0,0,0,0,0,0,232
SLC35A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35A4,0,566,207,0,535,0,0,7,562,1,0,670,0,0,0,175,0,397,707,861,1243,448,1414,480,10,177,0,919,600,375
SLC35A5,53,88,89,0,52,0,0,0,99,0,0,66,0,0,0,0,0,485,73,88,0,79,164,0,0,252,0,347,0,57
SLC35B1,767,257,172,0,1191,0,0,0,652,382,0,1261,1347,0,1,109,0,155,589,594,650,303,615,288,1221,299,429,360,2643,521
SLC35B2,11,11,5,0,34,11,0,0,6,0,0,9,0,0,0,0,24,34,2,1,18,109,0,0,0,73,0,8,0,13
SLC35B3,305,10,0,0,0,0,0,0,0,0,0,35,140,0,0,0,0,33,0,0,0,0,0,163,0,0,0,145,0,16
SLC35B4,0,0,0,0,135,0,0,0,0,0,0,69,0,0,0,0,0,16,127,94,106,0,0,0,0,0,0,0,0,80
SLC35C1,0,17,0,0,0,0,0,0,38,0,1748,46,0,0,1,0,0,13,0,9,0,48,41,0,0,0,0,0,104,22
SLC35C2,0,156,0,0,1429,0,0,0,280,0,0,362,624,0,0,0,1246,522,447,14,1070,384,0,0,1338,0,0,473,0,268
SLC35D1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3
SLC35D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,23,0,0,0,1,0
SLC35D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35E1,168,458,708,0,1049,450,0,0,627,0,0,650,366,0,681,281,0,379,1067,882,559,1449,2246,601,1056,305,1451,447,0,1046
SLC35E2,0,22,167,0,17,0,0,0,14,0,0,6,0,0,0,230,0,46,45,11,0,2,0,1,0,2,10,81,0,42
SLC35E2B,68,81,207,0,23,0,0,0,29,168,0,194,0,0,0,460,512,192,40,760,65,297,109,58,114,238,0,0,0,98
SLC35E3,24,7,0,0,0,0,0,0,3,0,0,11,160,0,0,0,0,34,33,59,0,0,0,0,0,0,0,0,0,244
SLC35E4,0,749,0,0,0,0,0,0,134,0,0,147,0,0,0,0,0,26,136,117,291,0,105,0,282,0,0,113,0,0
SLC35F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35F2,110,4,0,0,0,0,0,0,1,0,258,56,0,0,0,0,0,11,37,0,0,0,14,34,3,107,0,9,1,0
SLC35F3,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0
SLC35F4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35F5,322,583,165,0,602,0,0,0,255,0,0,310,435,0,0,596,130,367,493,406,1017,662,522,566,0,698,606,90,1037,247
SLC35G1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0
SLC35G3,20,0,21,107,5,0,0,0,0,0,0,3,44,0,0,16,270,0,1,28,45,0,22,113,0,0,0,24,43,4
SLC35G5,323,14,0,0,0,0,0,0,0,0,0,17,352,0,830,0,256,3,38,0,0,145,81,0,0,0,0,0,0,0
SLC35G6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC36A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,5,0,0,2,0,1
SLC36A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC36A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC36A4,6,23,6,0,6,0,0,0,6,0,0,14,58,0,0,11,0,25,13,19,42,85,81,21,0,14,0,12,0,73
SLC37A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC37A2,2,1084,149,0,712,0,0,0,719,0,0,398,3,1258,1595,306,0,57,2455,159,2274,417,385,680,763,34,0,0,0,130
SLC37A3,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,1,0,0,126,0,0,0,0,0,26,0,38
SLC37A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
SLC38A1,0,11,0,0,7,0,0,0,33,0,86,15,86,0,0,70,0,30,45,134,67,331,102,184,40,98,0,41,0,99
SLC38A10,0,195,225,0,0,0,0,0,181,2,927,528,240,0,0,232,80,334,344,411,0,705,218,0,0,0,0,92,637,211
SLC38A11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A2,20,118,32,1,114,0,0,0,89,0,0,248,467,100,57,82,271,385,389,259,485,2049,433,374,1,272,0,207,79,450
SLC38A3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,0
SLC38A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,8,0,0,0,0,0,0,0,0,0,0,195,0
SLC38A6,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,188,10,5,0,0,138,0,126,164,146,0,0,0,0
SLC38A7,0,0,0,0,54,0,0,0,80,0,0,31,0,0,0,0,0,31,115,38,0,0,0,0,0,0,0,33,0,65
SLC38A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SLC38A9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
SLC39A1,9,423,351,0,338,1756,0,0,362,0,0,785,0,0,1,1401,0,587,687,797,981,954,353,256,1483,291,0,512,1579,457
SLC39A10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,24,0,0,0,0,0,0,0,0,0
SLC39A11,0,2,0,0,0,2,0,0,4,0,0,1,4,1,0,1,9,2,4,0,0,3,6,0,8,0,0,0,0,0
SLC39A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A13,88,11,0,0,0,1,0,0,0,0,0,12,0,0,0,104,0,11,8,16,42,66,0,83,0,29,0,0,0,34
SLC39A14,0,24,0,0,0,0,9,0,0,0,0,80,0,0,0,0,0,4,28,0,0,546,0,341,0,0,0,0,0,0
SLC39A2,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,38,0,0,0,0,0,0,4,0,0
SLC39A3,0,21,0,0,37,0,0,0,147,0,0,46,0,0,0,0,0,38,0,0,136,13,0,0,0,58,0,0,0,107
SLC39A4,4,14,17,0,46,12,0,0,92,0,0,24,6,0,517,139,1,5,57,109,0,96,556,159,217,324,0,77,7,186
SLC39A5,38,0,0,0,19,0,109,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A6,11,10,7,0,20,0,0,0,25,0,0,12,25,0,0,0,13,4,4,11,73,19,25,9,0,6,0,8,0,17
SLC39A7,1479,531,531,0,1786,0,0,0,301,0,0,1906,0,0,0,0,94,752,1217,751,1190,2304,129,0,0,914,0,518,0,648
SLC39A8,903,81,0,0,440,0,0,0,389,0,0,119,187,271,0,80,116,339,318,574,473,1013,272,1197,0,114,0,431,203,659
SLC39A9,461,29,359,0,376,0,0,0,392,0,0,172,1070,0,0,487,0,187,181,897,301,481,527,537,674,574,1023,0,0,545
SLC3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC3A2,432,363,260,529,412,0,0,0,606,0,0,658,687,0,0,1,0,703,527,1212,456,727,593,639,90,0,0,901,2037,398
SLC40A1,2541,3693,6321,659,3373,8924,0,822,9855,3054,3151,406,1827,1722,11704,7642,4716,582,2822,6485,11024,431,15138,11857,5336,4521,10685,4607,7081,4948
SLC41A1,245,1047,2128,0,2629,959,0,0,598,0,0,607,882,0,9484,427,0,87,596,1319,0,0,1712,1115,0,0,1310,692,0,322
SLC41A2,31,1,3,0,3,0,0,0,22,0,45,23,40,0,0,8,32,13,10,53,68,171,60,145,60,58,0,2,0,80
SLC41A3,0,0,0,0,0,0,0,0,0,0,0,60,1311,0,0,0,0,51,70,261,0,0,0,0,0,0,0,0,0,0
SLC43A1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,201,5,0,0,0,0,0,0,0,0,0,27,0,0
SLC43A2,1278,3699,2822,0,4943,0,0,0,1146,0,0,2210,1304,0,3,370,3820,5298,2750,4714,2867,3768,2897,821,561,4647,0,2907,1989,5970
SLC43A3,288,473,352,0,1324,0,0,0,171,0,934,1394,968,0,1,191,2124,2731,1341,2063,4174,5203,2998,1139,1986,1881,0,3118,4518,1097
SLC44A1,636,137,0,0,309,0,0,0,325,0,794,277,573,0,0,754,0,45,923,306,497,264,145,383,0,766,0,162,0,241
SLC44A2,53,914,500,0,692,309,0,0,470,0,0,495,390,206,360,937,543,1151,772,624,1278,0,331,332,433,508,637,1083,0,1345
SLC44A3,0,79,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,233,132,0,0,0,0,0,0
SLC44A4,0,0,0,0,3,0,0,0,245,1,0,1,0,0,0,247,0,0,0,0,0,20,0,0,0,0,0,0,0,0
SLC44A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,58,0,0
SLC45A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
SLC45A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC45A3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC45A4,255,724,1070,0,331,0,0,0,298,320,0,692,0,0,0,223,1783,1650,556,867,240,0,775,167,232,1525,1198,183,0,1691
SLC46A1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SLC46A2,949,783,230,0,136,0,0,19,268,0,0,19,0,574,1075,0,0,36,1745,66,555,0,1220,0,0,137,1493,728,0,409
SLC46A3,17,25,6,0,5,2,0,0,48,0,0,7,0,0,0,72,0,6,7,24,89,0,140,235,74,126,0,58,0,51
SLC47A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC47A2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
SLC48A1,0,2,0,0,19,0,0,0,7,0,0,16,0,0,0,89,0,20,26,0,7,0,0,0,0,0,0,0,0,0
SLC4A1,0,0,0,0,0,0,0,0,15,118,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,13,0,0,0,0
SLC4A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC4A11,0,61,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,157,0,0,0,99,0,0,0,0,0,0,0
SLC4A1AP,0,34,243,0,0,0,0,0,29,0,0,22,0,0,0,0,0,41,44,155,115,33,60,0,198,83,0,70,0,95
SLC4A2,118,124,768,0,444,0,0,0,792,0,0,724,729,0,0,0,0,326,390,273,0,0,132,0,0,115,0,244,0,197
SLC4A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,19,0,0
SLC4A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC4A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC4A7,511,134,0,0,267,0,0,0,0,0,0,728,0,0,0,0,0,170,609,663,0,1099,465,1202,0,1047,0,56,0,451
SLC4A8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SLC4A9,0,0,0,0,0,38,0,0,0,0,33,0,47,0,0,0,42,27,0,0,0,0,0,0,0,0,0,6,0,0
SLC50A1,1618,504,247,0,614,0,0,0,790,96,0,1194,0,0,1833,949,0,286,877,428,1015,670,1507,884,0,829,0,481,0,551
SLC5A1,0,97,22,0,187,0,0,0,183,0,0,738,460,0,0,358,0,0,584,71,204,0,304,197,0,0,0,0,0,96
SLC5A10,0,0,0,0,152,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A11,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SLC5A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A3,551,112,0,0,0,0,0,0,575,0,3373,127,0,0,0,1,738,68,116,238,0,0,0,0,0,0,0,0,0,170
SLC5A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A5,0,0,0,0,32,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A6,827,26,0,0,442,0,0,0,628,0,0,930,0,0,0,0,0,149,140,399,652,1323,0,500,0,0,0,0,0,0
SLC5A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
SLC6A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A11,0,0,0,0,0,0,0,0,56,0,0,44,0,0,0,0,215,0,106,0,0,0,0,0,0,0,0,0,0,0
SLC6A12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,0,13,0,0,0,17,0,0,0,0
SLC6A13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A14,0,198,91,0,402,0,2,432,166,0,0,715,143,7,499,253,48,49,476,402,465,0,415,0,0,0,0,316,197,25
SLC6A15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0
SLC6A16,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,16,0,78,0,0,19,0,0,0,0,58,0,11
SLC6A17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A19,0,0,0,0,0,1,486,0,0,0,0,0,0,0,0,52,0,2,0,0,0,20,0,82,0,0,435,0,0,0
SLC6A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,226,0,0,0,66,0,0
SLC6A20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,61,0,0,0,0,1,0,0,0,0,0,0
SLC6A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A6,124,2452,1330,1681,955,1199,0,1,1369,720,4145,1458,3149,942,0,1202,2457,5087,2119,1797,1545,1767,1726,622,0,1963,1609,1606,1340,3182
SLC6A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A8,313,43,0,0,216,0,0,0,165,0,0,30,3,442,0,0,0,12,252,55,0,425,187,529,0,121,0,0,0,0
SLC6A9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A1,1783,117,0,0,152,0,0,0,537,3,21,241,276,398,0,0,0,263,49,108,0,3152,242,684,796,1329,0,0,1672,195
SLC7A10,22,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
SLC7A11,2294,347,151,0,1159,0,0,0,969,0,1365,639,377,365,0,0,187,356,511,1478,994,4134,240,1651,556,1797,0,1056,686,1816
SLC7A13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A2,506,0,0,0,207,0,0,0,75,0,0,26,0,0,361,0,0,7,0,96,0,0,0,0,0,0,0,0,0,0
SLC7A3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLC7A4,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
SLC7A5,1007,3281,1751,0,7037,1821,0,0,2047,0,0,3185,803,0,1807,751,1566,4882,1992,2187,1045,4365,1453,556,488,877,0,1904,5210,4685
SLC7A5P1,47,28,7,11,23,711,0,0,68,5,38,51,309,0,5,34,377,218,75,47,137,293,60,130,39,33,34,15,195,145
SLC7A6,0,3,0,0,0,0,0,0,5,0,0,0,66,0,0,0,0,27,33,21,0,77,60,0,0,0,0,0,0,0
SLC7A6OS,244,99,0,0,0,0,0,0,377,0,0,110,0,0,0,1,1466,113,141,0,0,0,395,540,0,0,0,296,0,204
SLC7A7,30,453,44,0,853,967,0,0,63,0,0,79,0,0,0,0,0,322,138,15,378,0,326,0,0,0,0,57,0,149
SLC7A8,0,58,104,0,0,0,0,0,0,1423,0,46,0,0,0,0,0,0,156,0,161,143,126,0,0,0,4,0,0,0
SLC8A1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,21,32,0,0,0,0,0,0,0,0,0,0,137
SLC8A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,0,0,0,0,0,0,0
SLC8A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A1,0,106,389,0,285,0,0,0,1830,0,0,256,331,0,0,0,29,463,409,62,648,358,151,539,2243,0,3028,411,0,194
SLC9C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A2,150,19,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,1,101,0,0,0,0,217,0,0,0,0,0,0
SLC9A3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A3R1,939,2847,1915,0,1405,0,0,0,280,0,0,1529,0,0,1925,241,0,1362,1385,1266,1872,142,1276,765,2016,352,0,1516,1484,2118
SLC9A3R2,0,86,0,0,0,0,0,0,79,0,0,21,0,0,0,123,0,8,146,218,635,75,227,204,0,0,990,115,2532,0
SLC9A4,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,14,0,104,0,0,0,0,0,0,0,0,0,0
SLC9A5,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,58,0,0,51,0,0,0,0,110,0,68
SLC9A6,1,525,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,106,277,941,0,243,0,0,1,916,0,0,0,0
SLC9A7,2510,91,150,0,82,0,0,0,1875,0,2972,800,1431,0,3565,741,0,241,408,1187,467,3987,1370,349,6521,1493,0,3,2238,217
SLC9A8,227,725,137,0,90,0,0,0,158,0,0,641,116,0,0,343,1500,2195,798,943,533,481,326,155,0,1861,0,1207,0,1874
SLC9A9,0,7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,9,82,41,127,0,274,0,0,0,0,14,215,11
SLC9B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
SLC9B2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,121,83,0,0,0,0,0
SLCO1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO2A1,0,166,0,0,520,0,0,0,0,1,0,296,0,0,0,0,0,18,110,0,0,0,211,410,513,0,0,0,0,0
SLCO2B1,976,0,0,0,0,0,0,0,0,0,0,789,0,0,0,1,845,190,284,587,0,254,0,0,0,0,0,1,1976,0
SLCO3A1,1169,764,2181,0,1123,1228,0,0,735,0,1794,578,465,0,2,177,0,1074,960,635,990,3162,823,195,1,841,0,1088,0,3539
SLCO4A1,135,124,0,0,605,0,0,483,197,0,0,347,32,0,206,127,470,71,352,466,414,0,245,514,683,0,0,188,25,46
SLCO4C1,0,58,0,0,17,0,0,0,26,0,0,1,0,0,0,0,0,4,0,0,0,0,113,269,0,0,0,42,0,13
SLCO5A1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3
SLCO6A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLFN11,0,3,0,0,0,0,0,0,0,0,0,57,0,0,0,15,0,5,0,272,0,404,0,0,0,0,0,0,0,0
SLFN12,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
SLFN12L,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,343,8,0,153,0,0,0,0,0,0,0,0,0,0
SLFN13,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,254,28,0,0,0,0,23,0,0,497,0,0,0,0
SLFN14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLFN5,97,30,0,0,0,0,0,0,218,508,0,250,1064,0,0,205,0,92,71,849,271,795,51,364,0,211,0,1262,0,59
SLFNL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIRP,726,286,162,0,488,0,0,0,727,0,0,280,0,0,0,934,0,160,714,555,716,397,957,1563,992,1228,0,349,0,97
SLIT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SLIT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK1,24,2,0,180,0,0,0,0,0,0,0,5,0,0,0,65,0,1,3,0,120,0,0,0,399,0,0,0,505,0
SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLK,88,82,31,71,17,0,0,0,199,393,181,80,248,0,41,292,74,209,161,39,301,451,216,1385,165,297,0,292,181,262
SLMAP,510,1047,472,0,108,0,0,0,583,0,0,1304,3,956,3387,788,0,438,512,788,561,111,1476,1635,239,0,0,336,413,1171
SLMO1,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
SLMO2,66,75,116,16,47,54,0,0,160,162,257,74,0,100,159,857,220,83,259,265,202,363,513,1082,691,165,0,219,0,77
SLN,0,0,104,0,33,127,0,0,14,0,0,0,0,0,0,0,0,4,1,2,59,0,63,0,0,0,0,0,0,0
SLPI,5262,4963,3702,0,3424,0,0,0,3577,519,3280,5956,14908,1711,1033,5965,2530,3971,6710,8186,3820,390,1649,716,1716,836,4597,5564,0,3360
SLTM,0,211,2,336,200,0,0,0,351,0,1148,523,188,0,0,703,0,545,875,919,573,1303,1549,2550,2261,0,0,193,2077,292
SLU7,527,339,384,0,467,0,0,0,580,2144,0,306,0,0,282,917,506,997,1192,973,1379,2472,610,3489,346,0,0,729,1103,1017
SLURP1,0,258,50,0,70,0,0,0,55,65,0,89,180,0,0,396,127,0,2659,64,0,0,258,0,301,0,0,68,133,71
